ID,Thuật toán,Tham số,Chi phí tốt nhất,Chi phí trung bình,Thời gian (s)
1,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=1, selection_method=tournament, crossover_method=ordered, mutation_method=swap, local_search=True,982.63,1054.19,0.59
1567,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=True,982.63,1096.91,0.57
1568,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=True,982.63,1107.99,0.47
1569,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=True,1051.15,1125.79,0.44
1570,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=False,999.18,1144.82,0.32
1571,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=False,982.63,1097.99,0.55
1572,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=False,1037.87,1085.62,1.05
1573,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=True,982.63,1121.83,0.51
1574,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=True,1041.89,1156.70,0.43
1575,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=True,1039.24,1176.13,0.52
1576,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=False,982.63,1086.39,0.65
1577,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=False,982.63,1118.80,0.61
1578,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=False,996.95,1092.64,0.48
1579,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=True,986.27,1136.14,0.68
1580,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=True,982.63,1098.06,0.48
1581,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=True,999.12,1091.91,0.84
1582,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=False,982.63,1132.01,0.61
1583,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=False,1031.80,1139.19,0.58
1584,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=False,982.63,1084.33,0.63
1585,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=True,982.63,1103.32,0.51
1586,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=True,1051.15,1154.12,0.50
1587,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=True,999.12,1091.93,0.41
1588,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=False,999.12,1187.13,0.48
1589,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=False,1039.86,1134.90,0.62
1590,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=False,1045.16,1166.87,0.36
1591,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=True,982.63,1170.81,0.79
1592,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=True,1024.88,1156.73,0.49
1593,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=True,1045.04,1144.60,0.51
1594,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=False,986.27,1117.93,0.59
1595,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=False,1000.79,1113.12,0.48
1596,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=False,986.27,1111.03,0.46
1597,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=True,999.12,1190.80,0.53
1598,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=True,982.63,1102.52,0.63
1599,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=True,982.63,1091.04,0.74
1600,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=False,986.27,1175.32,0.66
1601,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=False,1040.47,1158.19,0.59
1602,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=False,986.27,1122.12,0.68
1603,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=True,1039.24,1265.27,0.48
1604,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=True,986.27,1123.36,0.64
1605,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=True,1001.19,1132.12,0.52
1606,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=False,1045.16,1214.27,0.45
1607,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=False,982.63,1116.92,0.53
1608,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=False,1000.79,1124.76,0.65
1609,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=True,986.27,1195.27,0.62
1610,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=True,982.63,1153.26,0.52
1611,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=True,982.63,1136.17,0.90
1612,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=False,1029.29,1257.96,0.55
1613,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=False,1043.76,1172.95,0.56
1614,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=False,982.63,1104.36,0.58
1615,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=True,982.63,1167.17,0.59
1616,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=True,982.63,1148.72,0.91
1617,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=True,982.63,1101.68,0.62
1618,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=False,986.27,1166.18,0.64
1619,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=False,1025.32,1184.80,0.53
1620,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=insert, local_search=False,1039.24,1180.06,0.48
1621,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=inversion, local_search=True,999.12,1106.60,0.53
1622,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=inversion, local_search=True,982.63,1075.20,0.88
1623,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=inversion, local_search=True,1091.02,1151.23,0.31
1624,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=inversion, local_search=False,1046.39,1171.54,0.67
1625,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=inversion, local_search=False,986.27,1078.07,0.53
1626,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=inversion, local_search=False,996.95,1106.53,0.51
1627,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=inversion, local_search=True,982.63,1079.98,0.54
1628,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=inversion, local_search=True,1048.26,1144.90,0.59
1629,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=inversion, local_search=True,1042.81,1145.57,0.50
1630,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=inversion, local_search=False,986.27,1134.63,0.57
1631,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=inversion, local_search=False,1031.80,1126.80,0.69
1632,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=inversion, local_search=False,1029.29,1131.53,0.43
1633,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=inversion, local_search=True,982.63,1163.22,0.83
1634,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=inversion, local_search=True,999.12,1122.97,0.46
1635,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=inversion, local_search=True,1032.52,1147.73,0.51
1636,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=inversion, local_search=False,982.63,1106.96,0.96
1637,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=inversion, local_search=False,986.27,1154.83,0.62
1638,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=inversion, local_search=False,982.63,1139.71,0.62
1639,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=inversion, local_search=True,982.63,1106.25,0.60
1640,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=inversion, local_search=True,991.17,1150.20,0.46
1641,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=inversion, local_search=True,1001.89,1111.86,0.43
1642,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=inversion, local_search=False,1005.31,1144.84,0.52
1643,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=inversion, local_search=False,1025.32,1132.13,0.42
1644,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=inversion, local_search=False,982.63,1105.29,0.63
1645,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=inversion, local_search=True,1048.26,1197.80,0.57
1646,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=inversion, local_search=True,986.27,1120.15,0.53
1647,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=inversion, local_search=True,1029.29,1176.18,0.52
1648,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=inversion, local_search=False,999.12,1195.44,0.46
1649,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=inversion, local_search=False,982.63,1080.19,1.07
1650,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=inversion, local_search=False,1029.29,1127.46,0.62
1651,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=inversion, local_search=True,999.12,1173.71,0.66
1652,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=inversion, local_search=True,1000.79,1103.52,0.56
1653,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=inversion, local_search=True,1038.70,1200.47,0.43
